SRA	SRR	SRP	tax.bio	dir
SRA1260758	SRR15183741	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183742	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183737	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183738	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183739	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183734	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183735	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183736	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183731	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183732	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183733	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183728	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183729	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183730	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183725	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183726	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183727	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183722	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183723	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183724	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183719	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183720	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1260758	SRR15183721	SRP328835	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211770	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211769	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211768	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211767	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211766	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211765	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211764	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211763	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211762	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211761	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211760	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211759	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211758	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211757	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211756	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211755	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211754	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211753	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211752	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211751	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA3347711	ERR5211750	ERP126684	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2935104	ERR4643371	ERP124213	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2935104	ERR4643350	ERP124213	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2935104	ERR4643349	ERP124213	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2935104	ERR4643348	ERP124213	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2935104	ERR4643347	ERP124213	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2935104	ERR4643346	ERP124213	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2935104	ERR4643345	ERP124213	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1092364	SRR12108812	SRP269220	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1092364	SRR12108811	SRP269220	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1052322	SRR11267198	SRP252009	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1052322	SRR11267199	SRP252009	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1052322	SRR11267200	SRP252009	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1052322	SRR11267201	SRP252009	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1052322	SRR11267202	SRP252009	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1052322	SRR11267203	SRP252009	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1052322	SRR11267204	SRP252009	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA1052322	SRR11267205	SRP252009	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650219	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650218	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650217	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650216	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650215	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650214	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650213	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650212	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650211	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650210	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650209	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650208	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650207	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650206	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA2202431	ERR3650205	ERP118266	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA959661	SRR10091994	SRP221190	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA959661	SRR10091995	SRP221190	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA921421	SRR9693095	SRP214789	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA921421	SRR9693096	SRP214789	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA921421	SRR9693097	SRP214789	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA921421	SRR9693098	SRP214789	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA921421	SRR9693099	SRP214789	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA921421	SRR9693100	SRP214789	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA713010	SRR7239261	SRP149383	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA713010	SRR7239260	SRP149383	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA713010	SRR7239259	SRP149383	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA1560755	ERR2736136	ERP110380	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
ERA1560755	ERR2736135	ERP110380	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA527226	SRR5176536	SRP096747	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA527226	SRR5176535	SRP096747	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA527226	SRR5176534	SRP096747	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA527226	SRR5176533	SRP096747	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA527226	SRR5176532	SRP096747	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA527226	SRR5176531	SRP096747	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA177990	SRR1536655	SRP045272	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA177990	SRR1536654	SRP045272	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA177990	SRR1536653	SRP045272	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA177990	SRR1536652	SRP045272	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA177990	SRR1536651	SRP045272	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA177990	SRR1536650	SRP045272	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA177990	SRR1536649	SRP045272	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA177990	SRR1536648	SRP045272	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019368	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019367	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019366	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019365	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019364	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019363	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019362	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019361	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019314	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019272	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019247	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
SRA108193	SRR1019223	SRP032228	1148.SAMD00061113	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
DRA014074	DRR374614	DRP008523	118161.SAMN02261343	Pleurocapsa.sp.PCC.7319_txid118161_SAMN02261343_Pleurocapsales
DRA014074	DRR374613	DRP008523	118161.SAMN02261343	Pleurocapsa.sp.PCC.7319_txid118161_SAMN02261343_Pleurocapsales
DRA014074	DRR374612	DRP008523	118161.SAMN02261343	Pleurocapsa.sp.PCC.7319_txid118161_SAMN02261343_Pleurocapsales
DRA014074	DRR374611	DRP008523	118161.SAMN02261343	Pleurocapsa.sp.PCC.7319_txid118161_SAMN02261343_Pleurocapsales
DRA014074	DRR374610	DRP008523	118161.SAMN02261343	Pleurocapsa.sp.PCC.7319_txid118161_SAMN02261343_Pleurocapsales
DRA014074	DRR374609	DRP008523	118161.SAMN02261343	Pleurocapsa.sp.PCC.7319_txid118161_SAMN02261343_Pleurocapsales
SRA310906	SRR2933017	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933016	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933015	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933014	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933013	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933012	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933011	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933010	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933009	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933008	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933007	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2933006	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2932971	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2932970	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2932969	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2932968	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2932967	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2932966	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2932965	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA310906	SRR2932964	SRP066156	166314.SAMN02436260	Synechococcus.sp.WH.8109_txid166314_SAMN02436260_Synechococcales
SRA273644	SRR2072124	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072125	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072122	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072123	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072120	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072121	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072118	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072119	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072116	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072117	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072114	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072115	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072112	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072113	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072110	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072111	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072108	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072109	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072106	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072107	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072104	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072105	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072102	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072103	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072100	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072101	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072098	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072099	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072096	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072097	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072094	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072095	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072092	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072093	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072090	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072091	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072088	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072089	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072086	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072087	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072084	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072085	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072082	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072083	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072080	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072081	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072078	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072079	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072076	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072077	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072074	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072075	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072072	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072073	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072070	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072071	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072068	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072069	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072066	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072067	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072064	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072065	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072062	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072063	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072060	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
SRA273644	SRR2072061	SRP059713	197221.SAMD00061106	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
