og	min	avg	sd	max
K00937	24.89583333333333	67.29132308845577	10.27928726795801	99.58333333333333
K00939	34.715025906735754	78.56411423370122	8.301941785223082	99.8272884283247
K00940	47.692307692307686	79.39404510833083	5.879905906368408	100
K00943	25.5885363357216	86.70716690530908	5.118494429035398	99.79529170931423
K00948	16.780045351473927	80.10245066697695	10.57785872747569	100
K00954	13.521126760563384	63.60236783016942	18.944463679468868	99.71830985915493
K00962	18.108108108108112	74.33783505212077	9.015796565149603	99.5945945945946
K00965	25.761124121779854	49.16375427850838	22.00556593233156	97.89227166276346
K00978	26.610644257703086	70.11665910383292	13.338797392266892	99.71988795518207
K00981	24.612736660929436	76.88880675676516	7.8240721019352195	99.48364888123923
K00988	19.864559819413095	57.90282704503923	13.29501718193324	99.77426636568849
K00989	42.58760107816711	78.03520988539293	5.878695907747806	98.6522911051213
K00995	37.055837563451774	72.94461953365062	10.598390944506734	98.98477157360406
K01000	34.403669724770644	59.067278287461775	12.006859552558195	98.39449541284404
K01008	26.712922810060714	55.66159697885032	15.331511778427421	98.61231569817866
K01012	25.830258302583033	60.331842409333184	13.549595209585597	98.8929889298893
K01046	39.42482708409174	80.68965286061862	13.989679588104073	100
K01048	7.370517928286857	84.96869664200341	11.923334449311449	99.13678618857902
K01056	14.243323442136502	67.22675697134224	11.502010589452912	99.40652818991099
K01061	37.34533183352081	78.00387209803513	6.842703266981097	99.43757030371204
K01069	20.30612244897959	77.06561297819293	15.363721211602138	99.89795918367346
K01071	22.69272529858849	95.32464628198322	2.8524089776621335	99.42091929062613
K01082	38.339222614840985	65.78798398190783	10.912985446087449	98.76325088339223
K01118	21.772151898734183	73.97374263073553	8.482984441662863	94.17721518987342
K01142	28.636363636363637	72.3357272246357	8.540406942797343	98.4090909090909
K01147	17.77251184834123	50.02953983665093	19.398168280319634	99.64454976303317
K01156	25.44816835541699	83.73007407219652	16.500010782835133	99.96102883865939
K01159	25.566343042071193	69.2617661347042	10.874631998473435	100
K01191	53.89247311827957	72.72251008753555	5.382317044261181	97.76344086021506
K01193	28.27298050139275	61.454175401315226	16.517013447778147	99.58217270194986
K01205	28.59778597785978	71.8260790562451	12.399478998828064	96.12546125461255
K01208	33.08641975308642	78.7083103003501	7.950265128696137	97.77777777777777
K01251	37.36462093862816	65.42433842588561	20.581937223402335	99.63898916967509
K01255	27.27272727272727	71.7440508209739	10.618037649523645	100
K01256	32.983634074695765	72.9849169559606	13.060365190036805	99.74821653378095
K01265	38.65979381443299	69.95670672273093	12.128313563346847	100
K01304	48.47560975609756	69.88328406011333	7.30623917975919	98.47560975609755
K01322	23.848515864892526	74.28823730106167	13.181355104200057	96.82702149437053
K01347	13.536572677140779	94.25279034553495	10.588726823704508	99.71907189678494
K01356	22.962962962962962	93.06577399888175	11.426523033936748	99.86928104575163
K01358	43.82716049382716	87.43001779196558	4.814345025803314	100
K01387	57.16785766370133	89.79364808750948	5.697366118404284	99.83957999124982
K01414	16.725978647686834	63.48226759578673	15.071328559135566	98.10201660735468
K01424	14.029850746268657	65.51995900752829	15.635928578334381	99.40298507462687
K01425	46.38977635782747	83.77859697987493	9.18529919560688	99.42492012779553
K01428	17.384843982169397	80.78873413197336	11.966395919634671	99.55423476968797
K01436	35.144312393887944	66.53254981384511	12.101169634691582	99.66044142614601
K01437	18.508997429305918	52.71371157536478	14.657282855337607	98.97172236503856
K01443	65.86452762923352	81.6066472618967	4.819936539944151	100
K01462	31.464174454828665	66.83722712998696	11.215220839170915	99.06542056074767
K01465	38.452088452088454	60.581557812901096	12.524614518311667	99.26289926289927
K01470	13.944954128440369	68.4647299174267	11.91527166995414	99.81651376146789
K01480	23.861852433281005	60.76445958116176	16.70408640228726	99.84301412872841
K01483	28.716216216216218	74.72197607443509	10.018634770183725	98.64864864864865
K01491	3.2136105860113395	94.26730801624586	3.924992209264485	99.9054820415879
K01494	49.55830388692579	95.708083550326	5.787672749794217	100
K01507	23.880597014925375	76.79426903190254	12.765536480604467	100
K01512	18.82556131260794	88.99713224094022	10.334522803806811	99.48186528497409
K01524	28.183716075156575	72.23354226057126	8.516350379158938	99.47807933194154
K01537	41.8142780461621	68.26960477578969	9.710554312724703	99.30220075147611
K01546	24.0506329113924	76.12179869206258	5.022950513348116	99.01547116736991
K01547	20.47619047619048	78.96690879741728	6.710224616761927	97.73809523809524
K01548	37.37373737373737	69.10654817758643	7.829577444600641	94.94949494949495
K01551	26.04951560818084	67.4180349934821	20.932909360674874	99.67707212055974
K01561	20.90909090909091	65.46721571111814	12.406562364833686	96.06060606060606
K01579	45.77777777777777	74.12500970572249	12.90365169109389	100
K01588	45.60669456066946	74.01277741983061	8.309497056224197	100
K01589	40.67278287461774	65.92204199375769	9.142971991520092	99.38837920489296
K01595	34.69860896445132	68.58665039017089	8.10500770840526	99.69088098918083
K01599	14.742014742014742	73.45498333617145	13.031191789440596	99.75429975429975
K01601	9.896907216494844	76.74940523394132	22.424225496487097	100
K01602	26.114649681528668	71.42020706108958	15.497162605860153	100
K01619	25.92592592592593	63.334445514121505	13.205450400954156	98.98989898989899
K01621	13.160733549083059	68.59896178968981	14.635926021355733	98.38187702265373
K01624	13.94611727416799	82.96953747774492	13.909567519867865	100
K01626	23.298969072164944	69.9075943617675	10.892413970098515	99.58762886597938
K01647	10.84462982273201	94.3144956941036	3.2398953238846366	100
K01649	29.271070615034166	65.55961714648635	17.481088937016683	100
K01652	23.653395784543328	62.66949794353758	17.059015149698496	100
K01653	53.92156862745099	79.61528045561658	8.957780429905982	100
K01661	29.032258064516125	81.05346761331481	9.875956298980505	99.70674486803519
K01662	14.005602240896353	77.97781290734116	12.436146078221682	99.43977591036415
K01669	35.672514619883046	63.47593067625087	13.633874573809997	99.90253411306043
K01673	42.331288343558285	69.3428366084002	9.873713217618727	98.46625766871165
K01682	11.564625850340137	76.5874368123431	14.262454213748343	98.73663751214772
K01687	17.403314917127076	79.30413926891194	11.659467565441751	99.86187845303867
K01689	16.52542372881356	72.47646219916302	12.4953058554718	99.36440677966102
K01695	29.83425414364641	71.07892840436426	8.567637864946184	100
K01698	19.95249406175772	67.43860533699936	17.00358675943449	100
K01703	11.416184971098264	66.83759427709658	22.574726391192517	99.56647398843931
K01704	11.587982832618026	77.9671125610068	19.655910723676055	99.14163090128756
K01711	16.7458432304038	79.46977845501128	10.53024416974991	99.8812351543943
K01714	6.84039087947883	80.33438811910557	7.857603820029969	100
K01725	32.432432432432435	75.91350207955179	8.596222641815977	97.2972972972973
K01733	5.307497893850044	89.68854104403222	6.5246440991519	99.91575400168492
K01736	24.672489082969427	78.03802214282564	9.40873241316362	99.56331877729258
K01737	15.782664941785251	75.72789849882098	12.403948814429306	100
K01738	31.643625192012294	77.75532497893094	9.701029975974965	100
K01754	31.55603917301415	69.80677978078128	16.351798608788688	99.78237214363439
K01755	20.973154362416103	78.2828055802027	8.06078089423908	98.48993288590604
K01772	19.618055555555557	59.993541047450414	26.628952665700904	100
K01776	50.847457627118644	69.66150329160585	11.320523213305858	99.69183359013869
K01778	23.721881390593047	69.10176626115971	14.245417695269996	99.59100204498978
K01783	44.91725768321513	85.28048123961332	9.853369647586483	100
K01785	16.58653846153846	79.36356064439946	6.224361474477657	100
K01790	36.8	88.6088317809449	7.409479587642454	99.9
K01791	20.28985507246377	63.64253023864008	20.004758468675167	98.9648033126294
K01807	42.75862068965517	69.7781474136154	12.29002270295106	99.6551724137931
K01821	8.208955223880599	60.610739406416194	23.52437205168164	99.25373134328358
K01822	20.105820105820104	55.254186439753454	17.557813305958447	98.94179894179894
K01823	26.741573033707866	74.07537453183521	8.955808535729496	98.42696629213484
K01835	22.04234122042341	59.04972552837178	15.236793593164712	99.62640099626401
K01845	13.315926892950392	86.48522305277875	9.510191469623624	100
K01854	18.029029793735674	60.038369627410724	19.16673734835538	100
K01866	37.325038880248826	74.81851171120222	8.21750405892212	99.06687402799378
K01867	46.88644688644688	80.27707967745839	7.025626560106876	99.633699633699635
K01868	16.245006657789617	60.56066658596619	21.121040799814228	99.20106524633822
K01869	29.949238578680205	76.23070711767576	11.80712197668116	99.32318104906938
K01870	36.71065032987747	81.66416367170373	7.676900117996571	99.29311969839773
K01872	24.044585987261147	71.81667986867251	13.149237691440002	99.36305732484077
K01873	38.508625486922654	74.41484084959457	11.07844138765845	99.6661101836394
K01874	18.54838709677419	70.84031096823088	11.701956208833732	98.73271889400922
K01875	41.55172413793103	75.5977793416217	7.304836605774809	99.3103448275862
K01881	19.95043370508055	72.08818874452501	10.731895804281182	99.50433705080545
K01887	44.2063492063492	68.91611196449907	14.919160022041705	99.76190476190476
K01889	23.642943305186968	83.56352305091356	11.298863716346398	99.87937273823884
K01890	28.038194444444443	62.383828818487906	14.307975672723165	98.95833333333334
K01893	14.602587800369681	79.30461751741788	10.09340848414849	99.07578558225508
K01895	20.206659012629157	73.76991122542542	16.998129430781635	99.54075774971297
K01897	46.184173472261335	86.33528524694228	8.304538022434153	99.83103351168685
K01912	18.15286624203821	60.92326572405174	22.088295629003085	97.23991507430998
K01915	13.751507840772014	62.909760175632094	18.968396989575737	100
K01924	23.903177004538577	58.907865370500744	12.710560694547459	97.88199697428139
K01925	92.92182312103834	96.43677791566215	1.100409233689016	99.8490793842439
K01929	29.658119658119652	80.01050331277472	6.3194081482439	99.23076923076923
K01934	17.151162790697672	63.829492022074604	25.26937855160899	99.70930232558139
K01937	29.609690444145354	77.17452451444179	11.974179973145656	99.46164199192464
K01939	13.772455089820356	78.40799209661485	8.672517435445663	100
K01940	19.999999999999996	76.26248624862487	10.577694084505518	99.11111111111111
K01951	18.11594202898551	61.91352400121491	26.62261567797391	98.98550724637681
K01953	36.76348547717843	55.035998706139026	7.731858571665313	99.66804979253112
K01961	7.259953161592502	77.22999214496073	28.52595865381737	100
K01991	20.582156389941442	92.31442409155991	5.711759113619188	99.79331725800895
K01992	57.9172610556348	92.04397369230688	3.637972117523637	100
K02009	7.37951807228916	86.39314835097967	15.875532278776792	99.3975903614458
K02011	21.673819742489275	63.04745124254361	12.381975375199016	99.78540772532189
K02012	14.814814814814813	59.63937346115564	11.411728325150065	99.8236331569665
K02014	43.369055592766244	75.69461546545864	5.020911965829339	98.02411252511722
K02015	18.518518518518523	71.42622602687167	10.407790226499504	99.87228607918263
K02016	33.70558375634518	68.83092009499732	6.402825047762791	100
K02019	20.375865479723043	93.61421796139896	14.106002453116739	99.80217606330366
K02020	26.050420168067223	66.67708222529518	8.926864811199295	99.15966386554622
K02033	63.6150234741784	83.90651383542061	5.931388558828961	99.93293091884641
K02035	37.33944954128441	58.93439666875681	10.735471267149471	99.26605504587155
K02036	28.927680798004985	70.1883558197547	8.797509715552778	100
K02039	18.75	73.79696038251366	7.4686162605160025	99.6875
K02040	54.85799701046338	92.61284865382088	4.5730272375487475	99.95515695067265
K02041	51.30890052356021	70.38701714335276	6.6868542743263815	100
K02044	45.3430258973194	86.69009008953584	5.595100366734053	100
K02047	25.69659442724458	68.17366931186179	9.409908851434318	98.14241486068111
K02048	24.38524590163934	62.843170899107754	8.568558737384615	96.92622950819673
K02050	9.463722397476337	63.56936983085906	17.26435056587653	99.52681388012618
K02051	37.5	78.9885680136054	7.280714844000779	99.47643979057592
K02066	21.661721068249264	64.6998907684759	11.443458348542727	99.70326409495549
K02067	46.47887323943662	70.15826656936967	7.91868668517322	99.91714995857498
K02069	27.326440177252586	81.69077282801389	6.163090710906421	99.70457902511079
K02078	31.699640287769782	96.79129681329563	5.316960889545631	100
K02092	55.55555555555556	79.39039241828708	8.017785246509975	100
K02093	57.31707317073172	84.81208493403615	9.365425514920004	100
K02094	60.86956521739131	84.8374092732926	8.03092676983481	100
K02095	34.87179487179487	70.98745874587459	12.404883320573635	100
K02097	46.354166666666664	75.71236341014821	9.041686075998909	100
K02108	29.206349206349202	72.40439823728234	15.558252473306698	100
K02110	18.93203883495146	89.5406366146546	10.97470829602088	100
K02111	18.4257602862254	76.02521569583693	13.877169112440574	100
K02112	45.3382084095064	80.21439830713865	12.909103946393104	100
K02113	31.25	52.1880260942761	11.18315801574158	99.47916666666666
K02114	31.219512195121958	67.25002693452011	13.967323257250689	100
K02115	28.009259259259256	72.86298283399357	16.985423635099032	99.53703703703704
K02116	20.895522388059707	60.38878410147067	12.479579538825039	100
K02170	23.673469387755098	67.99111678810927	10.52326764208634	96.73469387755102
K02217	18.534482758620683	55.42751583391978	19.022448134515564	100
K02221	15.500000000000004	67.85532663316583	10.105285203969492	100
K02227	45.53571428571429	67.73260073260073	8.998607878830752	98.03571428571428
K02233	31.767337807606268	63.36937321112628	10.491059900061616	99.77628635346755
K02234	42.44186046511628	70.52049202163084	11.35044899827006	99.8062015503876
K02257	15.94202898550725	64.34193119157814	13.9257427391942	99.51690821256038
K02274	24.287652645861602	67.02716386926913	10.811717877787762	100
K02275	32.89855072463767	66.09579972914518	8.822246555159492	99.85507246376811
K02276	69.02255639097744	84.16404063180579	4.595637344552604	100
K02284	29.05027932960894	77.44402114171272	6.690596009602617	100
K02285	56.830601092896174	79.14159610880922	5.033899756280375	100
K02288	37.121212121212125	79.62285242156935	6.133214796119088	99.69696969696969
K02289	38.613861386138616	73.02333485381058	6.9512093922062546	98.61386138613861
K02292	15.959252971137516	75.879544903314	12.107240871090731	98.98132427843804
K02294	33.333333333333336	70.70430796498543	10.197911949113587	99.3006993006993
K02313	20.29950083194676	69.1584619369774	13.100200459526677	100
K02316	37.86231884057971	87.76979947203901	7.139022764462168	99.95471014492753
K02335	40.50167224080268	80.70304188565058	7.975329105842862	99.66555183946488
K02337	42.23227752639518	86.14445220524968	7.49889404673786	99.86802413273001
K02338	29.54545454545454	74.72942659724269	7.752167117440337	99.74747474747475
K02340	4.997160704145376	89.1708395711803	4.113776935410083	99.54571266325951
K02341	49.06580016246954	94.22485647386493	4.929193019934814	99.81045220687787
K02355	17.016317016317018	63.52642755109635	19.151044374630498	99.88344988344988
K02356	41.99134199134199	82.01950238313874	6.306847431436805	100
K02357	43.947858472998135	83.01951457058293	8.431235802306247	100
K02390	36.45066273932254	78.07590260121418	7.522266348246825	98.52724594992637
K02435	43.79562043795621	70.67186086998392	8.7062051278549	100
K02437	41.07142857142857	68.18979395510007	8.247488742273736	99.40476190476191
K02469	41.1665731912507	73.28916028918981	8.05021532266696	99.55131800336513
K02470	30.401691331923885	88.64140685992375	9.591838962767428	99.87315010570825
K02479	26.371308016877638	72.89900935608145	7.359005570621175	100
K02495	19.999999999999996	67.26655671614441	8.313245381055339	93.08411214953271
K02501	20.603907637655418	81.80545823578724	7.33754632522993	99.64476021314387
K02503	13.842482100238662	84.0894136043683	16.068499651655802	99.76133651551312
K02518	28.57142857142857	85.60424116945856	16.715094108365996	100
K02520	32.14285714285714	74.50539170506913	13.181302096175568	100
K02536	22.77657266811279	63.74372640648793	11.299649425625748	99.78308026030369
K02548	28.638497652582164	62.205411958933084	12.389123667033669	99.53051643192488
K02586	18.313253012048193	72.4993591386824	17.44247171223511	98.91566265060241
K02588	13.53591160220995	74.95264404104184	17.840519238629373	100
K02591	17.076700434153402	55.80499382137036	27.58854323860221	99.27641099855282
K02593	43.82022471910112	75.8298078818481	7.640622764756891	97.75280898876404
K02594	13.245033112582782	75.14690042763755	15.21991044477757	99.55849889624724
K02595	39.568345323741006	69.17015463020763	9.370549633769773	100
K02596	14.626865671641786	68.87401818745103	19.11579232855128	99.70149253731343
K02597	46.61016949152542	69.24106223838605	8.866469855610784	100
K02601	57.59493670886076	76.08624216852066	7.413497540699103	100
K02632	12.357414448669202	67.62810066992577	16.71962085985243	97.90874524714829
K02636	28.19383259911894	80.03508440445809	9.846251338630088	100
K02640	28.169014084507037	80.50330971335258	11.994690977378434	100
K02643	30.645161290322577	72.2329981200203	14.302387200685933	100
K02653	18.650793650793652	61.64622549281004	13.864324964272237	99.60317460317461
K02654	39.10112359550561	69.84771745345418	7.427325587194947	98.87640449438202
K02668	43.00932090545939	74.08720739497096	8.165921698423233	99.33422103861518
K02669	37.03703703703704	67.65264034906892	10.81372353629678	99.86772486772487
K02687	17.52921535893155	71.51881980331696	9.271713730300199	99.8330550918197
K02692	52.05479452054795	78.81546054148794	6.69280106237459	100
K02693	31.09756097560976	73.40335139502166	14.864221630298491	100
K02694	45.652173913043484	75.09862973666266	9.160161667383537	100
K02696	26.136363636363637	74.49840015057406	10.189792318202786	100
K02697	26.262626262626267	81.50699885310009	7.727776745958093	100
K02698	35.82887700534759	72.44693878692198	7.908264880507557	100
K02699	31.174089068825918	60.2402022756005	12.639604508935411	100
K02700	19.999999999999996	67.90222222222222	19.996341050165277	100
K02702	18.75	73.45486111111111	12.993514634101352	96.875
K02704	21.824104234527685	80.8000951169257	10.24718969027038	100
K02705	36.51191969887076	70.86116221447332	15.867296564003372	100
K02706	11.638954869358676	81.09238111326819	21.174572281245936	100
K02707	36.274509803921575	76.62527233115469	9.841861141627248	100
K02708	37.65432098765432	89.77604738611028	9.274819920340397	100
K02709	43.61702127659575	79.72533849129594	8.931381030502102	100
K02710	41.7910447761194	81.61873281991868	9.351614631254185	100
K02711	25	67.39583945466299	24.27662110523712	100
K02712	43.66197183098591	85.15763746021699	9.682225691288552	100
K02715	26.5625	63.664223005255614	15.29842834092077	100
K02716	39.39393939393939	67.07860978935359	10.307442422374573	100
K02717	30.76923076923077	69.25330425588157	8.919679028425529	99.6923076923077
K02718	32.83582089552238	84.42759606224199	10.876564425824487	100
K02720	27.67527675276753	67.59915523683539	11.920114326043752	100
K02722	24.0506329113924	68.08990734070491	22.48481797738058	100
K02723	17.204301075268813	75.34246575342466	13.51418198929201	100
K02724	16.10169491525424	76.11118492227685	11.549425002055518	100
K02825	22.297297297297302	73.38572793285606	11.3359905649805	99.32432432432432
K02834	38.23529411764706	75.12052440023629	8.34556404049269	99.57983193277312
K02835	6.206896551724139	57.94555523358769	27.911589761015023	99.77011494252874
K02836	15.424164524421592	68.54374417356422	9.076149555075036	100
K02838	54.54545454545454	72.26022334247442	7.462662144943625	100
K02844	23.674911660777386	77.79972961525294	10.638050143040221	99.41107184923439
K02851	9.863945578231291	86.08521312068135	5.293570483716371	99.8639455782313
K02860	45.6989247311828	66.75638101444554	6.4065470202370545	100
K02863	62.213740458015266	77.33580075564808	8.39058936695262	100
K02867	50.76142131979695	86.28282828282828	5.957694073451334	100
K02871	43.75	80.33018033946252	5.766026826755432	100
K02874	42.94871794871795	84.99657273419649	7.41267886583996	100
K02876	35.26570048309179	74.46730760032526	7.786132273265047	100
K02878	47.802197802197796	75.75158175158175	9.83746720641972	100
K02879	64.24581005586592	84.9469550306986	4.397106976844948	100
K02881	41.12903225806451	68.87781036168133	8.04533045633933	100
K02884	52.8888888888889	77.2727730822969	11.072410828425463	100
K02886	21.383647798742132	77.76824852296551	7.9519730569054055	100
K02887	17.886178861788615	77.60482877556048	7.054709711103863	100
K02888	45.8966565349544	76.48824578557648	8.263931207440587	99.69604863221885
K02890	11.16751269035533	74.98132362800499	20.97881302602292	100
K02892	37.5	66.16041366041367	10.63536191632253	100
K02895	39.00709219858156	70.63399957016978	9.349198271285209	100
K02897	16.61538461538462	64.8430422623971	14.201807314934792	99.6923076923077
K02899	37.735849056603776	75.10495688257797	9.134144768440978	100
K02902	32.49999999999999	80.50178657321514	7.696789560926307	100
K02904	21.91780821917808	71.426409852177	9.619105522697682	100
K02906	34.61538461538461	75.48287066468885	8.214999716623154	100
K02909	68.6429512516469	95.98935545728486	1.6033622631380204	100
K02911	30.379746835443033	75.85099295505124	8.11296745313033	100
K02913	34.883720930232556	83.44368809485088	7.6020726782498205	100
K02914	61.111111111111114	77.72883710650122	8.376576794919377	100
K02916	36.36363636363637	80.24113558263043	8.239814598767513	100
K02919	34.14634146341463	80.39915239577928	16.797094807321294	100
K02931	49.75609756097561	79.92736054093214	6.9373320383102834	100
K02933	48.698884758364315	78.40928999963194	6.473177570844667	100
K02939	16.75126903553299	68.95562145046992	9.60741731756405	100
K02946	58.82352941176471	92.014229934398	5.926097555169401	100
K02948	61.940298507462686	85.05881483670755	6.216561426892086	100
K02950	40.86021505376344	90.45144662454274	8.996228776313638	100
K02952	57.8125	79.75170173267327	7.642935564199603	100
K02954	40	73.72131102553078	8.371738696582074	100
K02956	25	79.725677830941	7.724235531740872	100
K02959	34.602076124567475	85.37415724324903	9.540065457293695	100
K02961	26.88679245283019	86.96455117209834	8.32453805216934	100
K02965	34.92063492063492	83.26669809838127	9.013859284970444	100
K02967	46.838407494145194	79.77711541645968	7.572427352392904	100
K02968	23.121387283236995	73.69268954735512	9.073389214510172	100
K02970	38.38383838383839	76.59410643906767	8.266093388505015	100
K02982	44.329896907216494	76.67149807764281	7.739686767788571	100
K02986	37.33905579399141	81.56461700299836	6.969514532275499	100
K02988	46.7391304347826	79.32367149758454	10.232688172333726	100
K02990	38.62536302032914	91.02505904317314	7.374863404306043	99.90319457889642
K02992	59.61538461538461	76.2743638295921	7.69770341719365	100
K02994	45.98540145985402	73.84360771843608	9.52682660321512	100
